FUELANNUAL	HSVAL	GOR_DV	YEAR	HHSIZE	HHTYPE_DV	HSBEDS	TENURE_DV	NEMP_DV	NKIDS_DV	NPENS_DV	NUE_DV	LKMOVE	XPMOVE	FIHHMNGRS_DV	FIYRDIC_DV	FINNOW	FINFUT	SAVE	JBSTAT	SF1	RACEL_DV	BIRTHY	SEX	NCARS	ENVHABIT1_A	ENVHABIT3_A	ENVHABIT4_A	ENVHABIT6_A	ENVHABIT8_A	FUELDUEL	HEATCH	HHEAT	AGE	REGION	LONDON	LAT	LONG	NSAMPLES	T.FUEL	T.HVAL	T.HHINCOME	T.HHSAV
200	97e3	4	2011	2	Couple both under pensionable age, no children	3	Owned with mortgage	2	0	0	0	Wants to stay	Not expecting to move	2103	0	2	3	Monthly savings	In paid employment (full or part-time)	1	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1980	Female	1	5	5	5	4	2	One bill	Some form of central heating	Yes	31	East Midlands	Not London	52.92678155	-0.80578746	229	0.8431789502448496	0.8959001389108885	0.7752130172281897	0.5117662727140687
2100	275e3	4	2011	4	3 or more adults, no children, incl. at least one couple	4	Owned with mortgage	3	0	0	1	Wants to stay	Not expecting to move	2960.9	70	1	2	Monthly savings	In paid employment (full or part-time)	1	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1964	Female	3	1	5	4	3	2	Separate	Some form of central heating	Yes	47	East Midlands	Not London	52.92678155	-0.80578746	229	0.9381758919544514	0.9265621838101787	0.7871102841941682	0.5239882106090791
2100	275e3	4	2011	4	3 or more adults, no children, incl. at least one couple	4	Owned with mortgage	3	0	0	1	Wants to stay	Not expecting to move	2960.9	0	2	2	No monthly savings	Full-time student	1	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1991	Female	3	1	5	5	3	3	Separate	Some form of central heating	Yes	20	East Midlands	Not London	52.92678155	-0.80578746	229	0.9381758919544514	0.9265621838101787	0.7871102841941682	0.5117662727140687
1050	15e4	4	2011	1	1 male, aged 65+, no children	3	Owned outright	0	0	1	1	Wants to stay	Not expecting to move	1113	0	1	3	No monthly savings	Retired	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1936	Male	1	5	2	5	1	4	Separate	Some form of central heating	Yes	75	East Midlands	Not London	52.92678155	-0.80578746	229	0.8953508902009012	0.906497856712875	0.7591623405061018	0.5117662727140687
670	13e4	4	2011	3	Couple with 1 child	3	Owned with mortgage	2	1	0	0	Wants to move	Not expecting to move	5011.58	0	2	1	No monthly savings	In paid employment (full or part-time)	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1982	Female	2	4	4	1	3	1	Separate	Some form of central heating	Yes	29	East Midlands	Not London	52.92678155	-0.80578746	229	0.8748723118106471	0.9026832877875965	0.8104036240493832	0.5117662727140687
1e3	125e3	4	2011	1	1 female, age 60+, no children	3	Owned outright	0	0	1	1	Wants to stay	Not expecting to move	1151	0	1	3	No monthly savings	Retired	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1925	Female	0	5	5	5	2	0	One bill	Some form of central heating	Yes	86	East Midlands	Not London	52.92678155	-0.80578746	229	0.8928550472519883	0.9016965273282513	0.7598348616878998	0.5117662727140687
1e3	8e4	4	2011	5	1 adult, 2 or more children	3	Owned with mortgage	0	4	0	1	Wants to move	Expect moving	2441.83	0	2	2	No monthly savings	Full-time student	5	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1980	Female	0	5	3	1	1	5	Separate	Some form of central heating	Yes	31	East Midlands	Not London	52.92678155	-0.80578746	229	0.8928550472519883	0.8921335286600595	0.7801033356975033	0.5117662727140687
1130	13e4	4	2011	1	1 adult under pensionable age, no children	3	Owned outright	1	0	0	0	Wants to stay	Not expecting to move	2808.44	900	1	1	Monthly savings	In paid employment (full or part-time)	1	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1964	Male	1	1	1	5	5	1	Separate	Some form of central heating	Yes	47	East Midlands	Not London	52.92678155	-0.80578746	229	0.8992352766500095	0.9026832877875965	0.7851087502437741	0.6043858292726374
960	155e3	4	2011	2	Couple 1 or more over pensionable age,no children	2	Owned outright	0	0	2	2	Wants to stay	Not expecting to move	1792.93	0	1	3	Monthly savings	Retired	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1939	Female	1	1	5	5	2	2	One bill	Some form of central heating	Yes	72	East Midlands	Not London	52.92678155	-0.80578746	229	0.8908187738411418	0.9074201241028506	0.7704896885437187	0.5117662727140687
960	155e3	4	2011	2	Couple 1 or more over pensionable age,no children	2	Owned outright	0	0	2	2	Wants to stay	Not expecting to move	1792.93	0	1	3	No monthly savings	Retired	4	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1940	Male	1	1	1	2	3	1	One bill	Some form of central heating	Yes	71	East Midlands	Not London	52.92678155	-0.80578746	229	0.8908187738411418	0.9074201241028506	0.7704896885437187	0.5117662727140687
840	19e4	4	2011	1	1 female, age 60+, no children	4	Owned outright	0	0	1	1	Wants to move	Not expecting to move	489.333	0	3	3	No monthly savings	Retired	5	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1924	Female	0	5	1	4	1	0	Separate	Some form of central heating	No	87	East Midlands	Not London	52.92678155	-0.80578746	229	0.8844851191950822	0.9135590037438859	0.7473311041596117	0.5117662727140687
900	1e5	4	2011	1	1 male, aged 65+, no children	3	Owned outright	0	0	1	1	Wants to move	Not expecting to move	1225.01	60	1	3	Monthly savings	Retired	4	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1944	Male	2	5	3	4	2	4	One bill	Some form of central heating	Yes	67	East Midlands	Not London	52.92678155	-0.80578746	229	0.8876953830669215	0.8965444531150499	0.7611302914679309	0.5223475164656475
1290	2e5	4	2011	4	3 or more adults, no children, incl. at least one couple	4	Owned with mortgage	4	0	0	0	Wants to stay	Not expecting to move	5937.05	0	1	3	Monthly savings	In paid employment (full or part-time)	1	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1959	Female	2	3	5	3	1	1	Separate	Some form of central heating	Yes	52	East Midlands	Not London	52.92678155	-0.80578746	229	0.9066326056035193	0.9152191456659423	0.8192047473259783	0.5117662727140687
1e3	85e3	4	2011	4	Couple with 2 children	3	Owned with mortgage	2	2	0	0	Wants to stay	Not expecting to move	2877.84	0	5	3	No monthly savings	In paid employment (full or part-time)	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1976	Female	1	5	5	5	5	5	One bill	Some form of central heating	Yes	35	East Midlands	Not London	52.92678155	-0.80578746	229	0.8928550472519883	0.893262380272385	0.7860254299911628	0.5117662727140687
2e3	155e3	4	2011	2	Couple 1 or more over pensionable age,no children	3	Owned outright	2	0	2	0	Wants to stay	Not expecting to move	2811.93	0	4	2	No monthly savings	In paid employment (full or part-time)	1	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1943	Male	2	3	5	3	1	1	One bill	Some form of central heating	Yes	68	East Midlands	Not London	52.92678155	-0.80578746	229	0.9347171167059757	0.9074201241028506	0.7851550743076788	0.5117662727140687
2e3	155e3	4	2011	2	Couple 1 or more over pensionable age,no children	3	Owned outright	2	0	2	0	Wants to move	Not expecting to move	2811.93	0	2	3	Monthly savings	In paid employment (full or part-time)	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1948	Female	2	5	3	2	1	1	One bill	Some form of central heating	Yes	63	East Midlands	Not London	52.92678155	-0.80578746	229	0.9347171167059757	0.9074201241028506	0.7851550743076788	0.5117662727140687
1200	22e4	4	2011	4	3 or more adults, 1-2 children, incl. at least one couple	4	Owned with mortgage	2	0	0	2	Wants to stay	Not expecting to move	10753.3	35	1	3	No monthly savings	Self employed	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1953	Male	3	1	3	3	0	2	One bill	Some form of central heating	Yes	58	East Midlands	Not London	52.92678155	-0.80578746	229	0.9025300868744667	0.9184266468919243	0.8547045911063461	0.5180996403545426
1200	22e4	4	2011	4	3 or more adults, 1-2 children, incl. at least one couple	4	Owned with mortgage	2	0	0	2	Wants to stay	Not expecting to move	10753.3	5	1	3	No monthly savings	Self employed	1	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1960	Female	3	1	5	3	5	2	One bill	Some form of central heating	Yes	51	East Midlands	Not London	52.92678155	-0.80578746	229	0.9025300868744667	0.9184266468919243	0.8547045911063461	0.5127008460204767
1200	22e4	4	2011	4	3 or more adults, 1-2 children, incl. at least one couple	4	Owned with mortgage	2	0	0	2	Wants to stay	Not expecting to move	10753.3	0	1	3	No monthly savings	Full-time student	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1992	Female	3	5	4	5	5	4	One bill	Some form of central heating	Yes	19	East Midlands	Not London	52.92678155	-0.80578746	229	0.9025300868744667	0.9184266468919243	0.8547045911063461	0.5117662727140687
1200	22e4	4	2011	4	3 or more adults, 1-2 children, incl. at least one couple	4	Owned with mortgage	2	0	0	2	Wants to move	Not expecting to move	10753.3	0	1	1	Monthly savings	Full-time student	1	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1993	Male	3	5	5	2	4	4	One bill	Some form of central heating	Yes	18	East Midlands	Not London	52.92678155	-0.80578746	229	0.9025300868744667	0.9184266468919243	0.8547045911063461	0.5117662727140687
1e3	2e5	4	2011	2	Couple 1 or more over pensionable age,no children	3	Owned outright	0	0	2	2	Wants to stay	Not expecting to move	2958.75	1500	1	3	Monthly savings	Retired	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1936	Male	2	5	4	3	2	5	One bill	Some form of central heating	Yes	75	East Midlands	Not London	52.92678155	-0.80578746	229	0.8928550472519883	0.9152191456659423	0.787082368738678	0.6353029529975495
1e3	2e5	4	2011	2	Couple 1 or more over pensionable age,no children	3	Owned outright	0	0	2	2	Wants to stay	Not expecting to move	2958.75	1500	1	3	Monthly savings	Retired	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1936	Female	2	2	5	2	2	3	One bill	Some form of central heating	Yes	75	East Midlands	Not London	52.92678155	-0.80578746	229	0.8928550472519883	0.9152191456659423	0.787082368738678	0.6353029529975495
2e3	4e5	4	2011	2	Couple both under pensionable age, no children	4	Owned with mortgage	2	0	0	0	Wants to move	Expect moving	5066.81	138.165771484375	2	3	Monthly savings	In paid employment (full or part-time)	3	Indian (Asian or Asian British)	1971	Male	2	1	4	3	1	2	Separate	Some form of central heating	Yes	40	East Midlands	Not London	52.92678155	-0.80578746	229	0.9347171167059757	0.9421658928868588	0.8109539686057936	0.5343909092852502
2e3	4e5	4	2011	2	Couple both under pensionable age, no children	4	Owned with mortgage	2	0	0	0	Wants to stay	Expect moving	5066.81	138.165771484375	1	3	Monthly savings	In paid employment (full or part-time)	2	Indian (Asian or Asian British)	1968	Female	2	5	3	2	1	2	Separate	Some form of central heating	Yes	43	East Midlands	Not London	52.92678155	-0.80578746	229	0.9347171167059757	0.9421658928868588	0.8109539686057936	0.5343909092852502
1040	26e4	4	2011	2	Couple 1 or more over pensionable age,no children	3	Owned outright	0	0	2	2	Wants to move	Not expecting to move	2097.94	0	2	3	Monthly savings	Retired	4	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1941	Female	1	5	5	5	5	3	One bill	Some form of central heating	Yes	70	East Midlands	Not London	52.92678155	-0.80578746	229	0.8948560202804796	0.9244347903656959	0.7751379134891672	0.5117662727140687
1040	26e4	4	2011	2	Couple 1 or more over pensionable age,no children	3	Owned outright	0	0	2	2	Wants to move	Not expecting to move	2097.94	0	4	3	Monthly savings	Retired	4	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1939	Male	1	5	5	5	5	1	One bill	Some form of central heating	Yes	72	East Midlands	Not London	52.92678155	-0.80578746	229	0.8948560202804796	0.9244347903656959	0.7751379134891672	0.5117662727140687
980	13e4	4	2011	2	Couple both under pensionable age, no children	3	Owned outright	1	0	0	1	Wants to stay	Not expecting to move	1760.08	0	3	1	Monthly savings	In paid employment (full or part-time)	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1946	Male	2	5	5	2	3	1	Separate	Some form of central heating	Yes	65	East Midlands	Not London	52.92678155	-0.80578746	229	0.8918414007661403	0.9026832877875965	0.7699742921631467	0.5117662727140687
980	13e4	4	2011	2	Couple both under pensionable age, no children	3	Owned outright	1	0	0	1	Wants to move	Expect moving	1760.08	0	2	3	No monthly savings	Long-term sick or disabled	5	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1954	Female	2	2	1	5	2	1	Separate	Some form of central heating	Yes	57	East Midlands	Not London	52.92678155	-0.80578746	229	0.8918414007661403	0.9026832877875965	0.7699742921631467	0.5117662727140687
1e3	18e4	4	2011	4	3 or more adults, 1-2 children, incl. at least one couple	3	Owned with mortgage	2	1	0	1	Wants to stay	Not expecting to move	3536.72	0	4	3	No monthly savings	In paid employment (full or part-time)	5	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1975	Female	2	1	4	3	3	2	One bill	Some form of central heating	Yes	36	East Midlands	Not London	52.92678155	-0.80578746	229	0.8928550472519883	0.9118588562794454	0.794288451568888	0.5117662727140687
1e3	18e4	4	2011	4	3 or more adults, 1-2 children, incl. at least one couple	3	Owned with mortgage	2	1	0	1	Wants to stay	Not expecting to move	3536.72	0	2	3	No monthly savings	In paid employment (full or part-time)	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1968	Male	2	5	4	1	4	1	One bill	Some form of central heating	Yes	43	East Midlands	Not London	52.92678155	-0.80578746	229	0.8928550472519883	0.9118588562794454	0.794288451568888	0.5117662727140687
1e3	18e4	4	2011	4	3 or more adults, 1-2 children, incl. at least one couple	3	Owned with mortgage	2	1	0	1	Wants to stay	Not expecting to move	3536.72	0	1	1	No monthly savings	Full-time student	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1991	Female	2	5	5	3	3	5	One bill	Some form of central heating	Yes	20	East Midlands	Not London	52.92678155	-0.80578746	229	0.8928550472519883	0.9118588562794454	0.794288451568888	0.5117662727140687
800	3e5	4	2011	4	Couple with 2 children	4	Owned with mortgage	2	2	0	0	Wants to stay	Not expecting to move	6177.08	200	2	3	Monthly savings	In paid employment (full or part-time)	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1971	Male	2	4	4	4	4	2	Separate	Some form of central heating	Yes	40	East Midlands	Not London	52.92678155	-0.80578746	229	0.8822942430987535	0.9299712188873211	0.8213522042991788	0.5428269044413244
800	3e5	4	2011	4	Couple with 2 children	4	Owned with mortgage	2	2	0	0	Wants to stay	Not expecting to move	6177.08	300	1	3	Monthly savings	In paid employment (full or part-time)	1	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1967	Female	2	5	5	3	2	2	Separate	Some form of central heating	Yes	44	East Midlands	Not London	52.92678155	-0.80578746	229	0.8822942430987535	0.9299712188873211	0.8213522042991788	0.5548949588572321
800	22e4	4	2011	2	Couple 1 or more over pensionable age,no children	2	Owned outright	0	0	2	2	Wants to move	Not expecting to move	1329.58	0	2	3	No monthly savings	Retired	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1936	Female	1	5	4	5	2	2	One bill	Some form of central heating	No	75	East Midlands	Not London	52.92678155	-0.80578746	229	0.8822942430987535	0.9184266468919243	0.7629291045344723	0.5117662727140687
800	22e4	4	2011	2	Couple 1 or more over pensionable age,no children	2	Owned outright	0	0	2	2	Wants to move	Not expecting to move	1329.58	0	3	3	No monthly savings	Retired	5	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1936	Male	1	5	2	4	1	2	One bill	Some form of central heating	No	75	East Midlands	Not London	52.92678155	-0.80578746	229	0.8822942430987535	0.9184266468919243	0.7629291045344723	0.5117662727140687
600	275e3	4	2011	2	Couple both under pensionable age, no children	4	Owned with mortgage	2	0	0	0	Wants to stay	Not expecting to move	3522.92	150	1	3	Monthly savings	In paid employment (full or part-time)	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1952	Female	2	1	4	3	1	1	Separate	Some form of central heating	Yes	59	East Midlands	Not London	52.92678155	-0.80578746	229	0.8706689925595104	0.9265621838101787	0.7941230146111269	0.5360724533155292
